Name,Location,Price
"House For Rent At Comfort Housing Sitapaila : House For Rent In Sitapaila, Kathmandu",Kathmandu,65000
"House For Sale In Shantinagar, Kathmandu",Kathmandu,43500000
"Buddhanilkantha 10 Ana : Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,3500000
"Flat Rent : Flat For Rent In Basundhara, Kathmandu",Kathmandu,20000
"Space On Rent For Office And Restaurant ... Baneshwor Chowk : Office Space For Rent In Baneshwor, Kathmandu",Kathmandu,450
"Brand New Modern House For Sale At Basundhara Chowk, Inside Ring Road. : House For Sale In Basundhara, Kathmandu",Kathmandu,22500000
"Exclusive Semi Bungalow For Sale At Golfutar Chowk 30 Mtr From Highway : House For Sale In Golfutar, Kathmandu",Kathmandu,45000000
"Townplanning 13 Ana Bungalow : House For Sale In Samakhusi, Kathmandu",Kathmandu,85000000
"Siddarth Colony Under Construction Home : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,160000000
"Baluwatar 2 Ropani Land : Land For Sale In Baluwatar, Kathmandu",Kathmandu,7500000
"Samakhusi 11 Ana Flat Home : House For Sale In Samakhusi, Kathmandu",Kathmandu,61000000
"Golfutar Home : House For Sale In Golfutar, Kathmandu",Kathmandu,45000000
"Mitrapark Bungalow : House For Sale In Chabahil, Kathmandu",Kathmandu,49500000
"Dhaneswor House For Sale : House For Sale In Baniyatar, Kathmandu",Kathmandu,24000000
"Basundhara Semi Bungalow : House For Sale In Basundhara, Kathmandu",Kathmandu,45000000
"Basundhara Home : House For Sale In Basundhara, Kathmandu",Kathmandu,60000000
"Basundhara Beautiful Home : House For Sale In Basundhara, Kathmandu",Kathmandu,22500000
"South Facing Bungalow For Sale At Dhapasi Height With Great View In 22 Feet Road : House For Sale In Dhapasi, Kathmandu",Kathmandu,69000000
"Sitapaila Housing : Land For Sale In Sitapaila, Kathmandu",Kathmandu,68000000
"18 Anna Land For Sale At Budhanilkantha, Opposite Park Village Resort : Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,3700000
"Budhanilkantha 17 Ana Bungalow : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,62000000
"Parkvillage Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,3700000
"Dhapasi Exclusive Bungalow : House For Sale In Dhapasi, Kathmandu",Kathmandu,69000000
"Golfutar 6 Ana Exclusive Bungalow : House For Sale In Golfutar, Kathmandu",Kathmandu,45000000
"East Face 12 Anna Bungalow For Sale At Naxal, 400 Mtr From Bhatbhateni : House For Sale In Naxal, Kathmandu",Kathmandu,65000000
"VIP Semi-Bungalow On Sale In Akashedhara Height , 1 Km From Ringroad Sukhedhara : House For Sale In Sukedhara, Kathmandu",Kathmandu,42000000
"House For Sale In Budhanilkantha, Kathmandu",Kathmandu,19000000
"Baluwatar Russian Embassy : Land For Sale In Baluwatar, Kathmandu",Kathmandu,7500000
"Beautiful Piece Of 4 Anna Square Land For Sale At Golfutar : Land For Sale In Golfutar, Kathmandu",Kathmandu,4500000
"Golfutar Land : Land For Sale In Golfutar, Kathmandu",Kathmandu,4600000
"Sundarbasti 4 Ana Home : House For Sale In Bhangal, Kathmandu",Kathmandu,23000000
"East Facing 5.5 Anna Brand New House For Sale At Baluwatar : House For Sale In Baluwatar, Kathmandu",Kathmandu,60000000
"Baluwatar Luxury Home : House For Sale In Baluwatar, Kathmandu",Kathmandu,60000000
"4 Anna 3.5 Floor House For Sale At Basundhara : House For Sale In Basundhara, Kathmandu",Kathmandu,25500000
"South Facing 7 Anna Modern House For Sale At Samakhusi Chowk : House For Sale In Samakhusi, Kathmandu",Kathmandu,55000000
"Brand New House For Sale At Kapan, Kharibot. : House For Sale In Kapan, Kathmandu",Kathmandu,24000000
"Samakhusi Luxury Bungalow : House For Sale In Samakhusi, Kathmandu",Kathmandu,55000000
"Basundhara House For Sale : House For Sale In Basundhara, Kathmandu",Kathmandu,25500000
"5 Anna Land For Sale At Dhapasi, Near Krishna Mandi : Land For Sale In Dhapasi, Kathmandu",Kathmandu,2700000
"East Facing 4 Anna Brand New Family Home For Sale At Mandikatar. : House For Sale In Mandikatar, Kathmandu",Kathmandu,27500000
"3 To 5 Anna Plot Lands At Chapali, Budhanilkantha, 4 Km From Ring Road : Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,2650000
"Modern Bungalow For Sale At Rudreshwor Chowk, Budhanilkantha. 50 Meters From Main Highway. : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,63000000
"10 Anna Land For Sale At Budhanilkantha, Rudreshwor Chowk, 20 Meters From Main Highway. : Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,3500000
"17 Anna 5 BHK New Bungalow Sale At Budhanilkantha Near Park Village : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,60000000
"Brand New Semi Bungalow In 33 Feet Road, Beside Deuba Residence, Deuba Chowk, Budhanilkantha. : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,34500000
"5.2 Anna 3 Bhk East Facing Bungalow For Sale In Baluwatar, Tudaldevi. : House For Sale In Baluwatar, Kathmandu",Kathmandu,39500000
"9 Anna Brand New Bungalow For Sale At Budhanilkantha, Taulung. : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,38000000
"House For Rent Samakhusi : House For Rent In Samakhusi, Kathmandu",Kathmandu,60000
"Full Furnished House On Rent In Dhapasi Height, Near Grande Hospital : House For Rent In Dhapasi, Kathmandu",Kathmandu,60000
"4BHK Apartment In Sale- 1340 Sq Feet. : Apartment For Sale In Pepsicola, Kathmandu",Kathmandu,15200000
"Chapali Plotting Land : Land For Sale In Chapali, Kathmandu",Kathmandu,2650000
"Sano Bharyang Brand New Home : House For Sale In Sano Bharyang, Kathmandu",Kathmandu,235000000
"Budhanilkantha Mandikatar : House For Sale In Mandikatar, Kathmandu",Kathmandu,27600000
"22 Anna Land Covered Bungalow For Sale At Budhanilkanta. : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,70000000
"Classical Traditional Style Bungalow At Chabahil Mitrapark Inside Ringroad. : House For Sale In Chabahil, Kathmandu",Kathmandu,50000000
"Brand New House At Dhungedhara, Banasthali, 300 Meter From Ring Road : House For Sale In Banasthali, Kathmandu",Kathmandu,22500000
"Brand New House At Sano Bharayang, Swayambhu, 500 Meter From Ring Road : House For Sale In Swayambhu, Kathmandu",Kathmandu,23500000
"Banasthali Dhungedhara Home : House For Sale In Dhungedhara, Kathmandu",Kathmandu,240
"Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,70000000
"Chabahil Bageswori Homes : House For Sale In Chabahil, Kathmandu",Kathmandu,500000000
"Siddarthcolony Home : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,160000000
"Baluwatar Home : House For Sale In Baluwatar, Kathmandu",Kathmandu,42500000
"Bhangal New Home : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,18000000
"Budhanilkantha Bhangal : House For Sale In Bhangal, Kathmandu",Kathmandu,27500000
"House For Sale In Shantinagar, Kathmandu",Kathmandu,33000000
"Hepali Height Breathtaking Bungalow : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,145000000
"House On Sale At Green Viallage Society , Ramkot : House For Sale In Ramkot, Kathmandu",Kathmandu,17500000
"2storey House On Sale At Green Viallage Society , Ramkot : House For Sale In Ramkot, Kathmandu",Kathmandu,15500000
"House On Sale At Green Viallage Society , Ramkot : House For Sale In Ramkot, Kathmandu",Kathmandu,15500000
"Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,3200000
"House For Rent In Gairidhara, Kathmandu",Kathmandu,250000
"Land For Sale In Basbari : Land For Sale In Basbari, Kathmandu",Kathmandu,3000000
"Hattigauda Ma Sasto Jagga Bikrima : Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,2300000
"Furnished Office With MOE Consultancy License : Office Space For Sale In Chabahil, Kathmandu",Kathmandu,2000000
"Budhanilkantha Chapali Home For Sale : House For Sale In Chapali, Kathmandu",Kathmandu,42000000
"House For Rent In Paknajol, Kathmandu",Kathmandu,300000
"16ana Land At Tokha : Land For Sale In Tokha, Kathmandu",Kathmandu,2500000
"Land : Land For Sale In Pepsicola, Kathmandu",Kathmandu,4000000
"Land For Rent : Land For Rent In Naxal, Kathmandu",Kathmandu,200000
"Office Space For Rent : Office Space For Rent In Naxal, Kathmandu",Kathmandu,110
"House For Rent : House For Rent In Budhanilkantha, Kathmandu",Kathmandu,100000
"Office Space For Rent : Office Space For Rent In Naxal, Kathmandu",Kathmandu,160
"House For Rent : House For Rent In Ratopul, Kathmandu",Kathmandu,350000
"Land On Sale : Land For Sale In Soltimode, Kathmandu",Kathmandu,3000000
"House For Rent : House For Rent In Sinamangal, Kathmandu",Kathmandu,200000
"Land On Sale : Land For Sale In Boudha, Kathmandu",Kathmandu,3000000
"House For Rent : House For Rent In Boudha, Kathmandu",Kathmandu,150000
"Land For Rent : Land For Rent In Gyaneshwor, Kathmandu",Kathmandu,1200000
"Land For Rent : Land For Rent In Maharajgunj, Kathmandu",Kathmandu,250000
"Office Space For Rent In Thamel, Kathmandu",Kathmandu,120000
"Office Space For Rent : Office Space For Rent In Maharajgunj, Kathmandu",Kathmandu,130000
"House For Rent : House For Rent In Lazimpat, Kathmandu",Kathmandu,150000
"Land On Sale : Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,2500000
"Colony House On Rent : House For Rent In Basbari, Kathmandu",Kathmandu,150000
"Basundhara Bungalow For Sale : House For Sale In Basundhara, Kathmandu",Kathmandu,85000000
"Land At Ramkot : Land For Sale In Ramkot, Kathmandu",Kathmandu,13000000
"Polting Land At Dahachowk : Land For Sale In Dahachowk, Khahare, Kathmandu",Kathmandu,1050000
"House For Rent : Business For Rent In Gongabu, Kathmandu",Kathmandu,80000
"Beautiful House On Rent : Office Space For Rent In Khusibu, Kathmandu",Kathmandu,370000
"Plotting Land For Sale At Gumti Chowk : Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,2600000
"Full Furnished House On Rent : House For Rent In Lazimpat, Kathmandu",Kathmandu,150000
"House On SALE!! : House For Sale In Kapan, Kathmandu",Kathmandu,17000000
"2.5 Storey New : House For Sale In Gothatar, Kathmandu",Kathmandu,18500000
"Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,3200000
"Akasedharama Naya Ghar : House For Sale In Kapan, Kathmandu",Kathmandu,17000000
"Budhanilkantha Mandikatar Height Home : House For Sale In Mandikatar, Kathmandu",Kathmandu,32500000
"Budhanilkantha Family Bungalow : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,29800000
"Beautiful Semi Bungalow For Sale : House For Sale In Hattigauda, Kathmandu",Kathmandu,33500000
"House For Sale At Bhangal Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,29900000
"New Homes At Basundhara Chauki : House For Sale In Basundhara, Kathmandu",Kathmandu,49000000
"Brand New : House For Sale In Buddhanagar, Kathmandu",Kathmandu,29900000
"Grandy Home : House For Sale In Tokha, Kathmandu",Kathmandu,21000000
"Golfutar Height Bungalow : House For Sale In Golfutar, Kathmandu",Kathmandu,100000000
"Ganeschok Home : House For Sale In Hattigauda, Kathmandu",Kathmandu,45000000
"Beautiful Shaped Land Italitar Hattigauda : Land For Sale In Hattigauda, Kathmandu",Kathmandu,3500000
"Grandy Tokhama Naya Ghar : House For Sale In Tokha, Kathmandu",Kathmandu,33500000
"Hattigauda Brand New Semi Bungalow : House For Sale In Hattigauda, Kathmandu",Kathmandu,28500000
"Basundhara Indreni Colony Home : House For Sale In Basundhara, Kathmandu",Kathmandu,50000000
"Nayabazar Home : House For Sale In Naya Bazar, Kathmandu",Kathmandu,35000000
"Pasikot Bungalow : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,49000000
"7 Ana Bungalow Urgent For Sale : House For Sale In Thulo Bharyang, Kathmandu",Kathmandu,39000000
"Dhumbarahi 32 Ana Land : Land For Sale In Dhumbarahi, Kathmandu",Kathmandu,6500000
"Grandy Home : House For Sale In Tokha, Kathmandu",Kathmandu,29000000
"Hattigaudama Brand New Family Bungalows : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,44500000
"Maharajganj Lands : Land For Sale In Maharajgunj, Kathmandu",Kathmandu,5500000
"Golfutar 8 Ana For Sale : Land For Sale In Golfutar, Kathmandu",Kathmandu,3700000
"Basundhara Beautiful Bungalow : House For Sale In Basundhara, Kathmandu",Kathmandu,29800000
"Baluwatar 16 Ana Land : Land For Sale In Baluwatar, Kathmandu",Kathmandu,5700000
"Jorpati Daachi Plotting Land : Land For Sale In Jorpati, Kathmandu",Kathmandu,1250000
"3.5 Ana Land On Sale In Kalanki : Land For Sale In Chandragiri, Kathmandu",Kathmandu,2000000
"Brand New : House For Sale In Bhimsengola, Baneshwor, Kathmandu",Kathmandu,38700000
"Brand New House On Sale At Bhimsengola : House For Sale In Old Baneshwor, Kathmandu",Kathmandu,39000000
"House For Sale In Syuchatar, Kathmandu",Kathmandu,15000000
"Commercial Building : House For Sale In Thulo Bharyang, Kathmandu",Kathmandu,155000000
"2 Storey Beautiful House For Sale At Tinkune : House For Sale In Tinkune, Kathmandu",Kathmandu,32500000
"2BHK FLAT ON RENT AT BALAJU BORATAR (NEAR BANASTHALI KHARIBOT) : House For Rent In Balaju, Kathmandu",Kathmandu,15000
"Land In Chabahil For Sale : Land For Sale In Chabahil, Kathmandu",Kathmandu,4500000
"2.5 Storey : House For Sale In Sitapaila, Kathmandu",Kathmandu,21000000
"Royal Durbar Style Classical Bungalow At Golfutar, Budhanilkantha : House For Sale In Golfutar, Kathmandu",Kathmandu,35000000
"14 Anna 5 Bhk Bungalow For Sale Mandikatar Height Near Hams Hospital : House For Sale In Mandikatar, Kathmandu",Kathmandu,60000000
"Attractive 11 Anna House For Sale At Dhumbarahi, Inside Ring Road. : House For Sale In Dhumbarahi, Kathmandu",Kathmandu,75000000
"House For Sale In Basundhara, Kathmandu",Kathmandu,36500000
"5 Anna Fully Furnished Bungalow For Sale At Hattigauda, Very Near Highway. : House For Sale In Hattigauda, Kathmandu",Kathmandu,37500000
"8, 9 And 10 Anna Plot Of Land For Sale At Budhanilkantha Inside Siddhartha Colony. : Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,3800000
"16 Anna Land For Sale At Baluwatar Near Alice Restaurant. : Land For Sale In Baluwatar, Kathmandu",Kathmandu,5700000
"3.1 Anna Brand New House For Sale At Greenland Tokha Near Grande : House For Sale In Tokha, Kathmandu",Kathmandu,25000000
"2 Modern Bungalows For Sale At Greenland. : House For Sale In Tokha, Kathmandu",Kathmandu,38500000
"East Facing 6 Anna Land At Rudreshwor, Budhanilkantha, (Road - 20 Ft.) : Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,3500000
"Brand New House For Sale At Bhangal, Budhanilkantha In 20 Feet Road. : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,24000000
"4.75 Brand New Attractive House For Sale At Basundhara : House For Sale In Basundhara, Kathmandu",Kathmandu,35500000
"CLassical Durbar Style 1 Ropani Bungalow For Sale At Chapali : House For Sale In Chapali, Kathmandu",Kathmandu,110000000
"5 Anna New House For Sale At Bishalnagar, (1 Floor Underground) : House For Sale In Hadigaun, Kathmandu",Kathmandu,55000000
"5.5 Anna New Family Bungalow For Sale At Hattigauda : House For Sale In Hattigauda, Kathmandu",Kathmandu,35500000
"5 BHK Attractive Semi Bungalow For Sale At Baniyatar, Tokha : House For Sale In Tokha, Kathmandu",Kathmandu,29500000
"8.2 Anna Full Furnished Bungalow For Sale At Pasikot, Budhanilkantha : House For Sale In Pasikot, Kathmandu",Kathmandu,49500000
"Classical 17.3 Anna Bungalow For Sale At Sukedhara Chowk Inside Colony : House For Sale In Sukedhara, Kathmandu",Kathmandu,95000000
"4.5 Anna Attractive Brand New House For Sale At Jyotinagar, Baluwakhani : House For Sale In Kapan, Kathmandu",Kathmandu,28000000
"7 Anna 4 BHK Bungalow For Sale In Siddhartha Colony, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,45000000
"Magnificent 21 Anna Bungalow For Sale Pasikot, 800 Meters From Main Highway : House For Sale In Pasikot, Kathmandu",Kathmandu,80000000
"5 BHK Beautiful Bungalow For Sale At Dhapasi Height : House For Sale In Dhapasi, Kathmandu",Kathmandu,35000000
"12 Anna 6 BHK Fully Furnished Bungalow On Sale At Chapali : House For Sale In Chapali, Kathmandu",Kathmandu,57500000
"52 Anna 5 BHK Bungalow For Sale/Rent At Dhumbarahi, Only 150 Meters From Ring Road. : House For Sale In Dhumbarahi, Kathmandu",Kathmandu,300000000
"Magnificent 4 BHK 9 Anna Bungalow For Sale At Hepali Height, Golfutar. : House For Sale In Golfutar, Kathmandu",Kathmandu,55000000
"9 Anna Beautiful House For Sale At Maharajgunj In Above 20 Feet Road. : House For Sale In Maharajgunj, Kathmandu",Kathmandu,67500000
"8 Anna Bungalow For Sale At Maharajgunj Just Behind Australian Embassy : House For Sale In Maharajgunj, Kathmandu",Kathmandu,55000000
"Brand New House For Sale At Samakhusi, Only 150 Meters From Ring Road. : House For Sale In Samakhusi, Kathmandu",Kathmandu,35000000
"6 Anna 5 Bhk House For Sale At Budhanilkantha, 100 Mtrs From Main Road : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,36000000
"4 Anna Brand New House For Sale At Kapan Height : House For Sale In Kapan, Kathmandu",Kathmandu,26000000
"Marvelous 9 Anna Bungalow For Sale At Golfutar, Hepali Height. : House For Sale In Golfutar, Kathmandu",Kathmandu,47500000
"Kapan Height Small Home : House For Sale In Kapan, Kathmandu",Kathmandu,18200000
"Beautiful : House For Rent In Bishal Nagar, Kathmandu",Kathmandu,200000
"Kapan Height Home : House For Sale In Kapan, Kathmandu",Kathmandu,26000000
"Swayambhu Thulobharyang Home : House For Sale In Swayambhu, Kathmandu",Kathmandu,39000000
"Sitapaila Thapachwok Land On Sale : Land For Sale In Sitapaila, Kathmandu",Kathmandu,2300000
"Bungalow On Rent At Mandikatar, Dhumbharai : House For Rent In Mandikatar, Kathmandu",Kathmandu,120000
"Hattigauda New Bungalow : House For Sale In Hattigauda, Kathmandu",Kathmandu,33500000
"Basundhara Bungalow : House For Sale In Basundhara, Kathmandu",Kathmandu,39900000
"Mandikatar Height New Home : House For Sale In Mandikatar, Kathmandu",Kathmandu,32500000
"Pasikot Home : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,29000000
"26 Per Anna- Grande Hospital Near : Land For Sale In Tokha, Kathmandu",Kathmandu,2600000
"Budhanilkantha 6 Ana Bungalow : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,36000000
"Hepali Bungalow For Sale : House For Sale In Golfutar, Kathmandu",Kathmandu,47500000
"3.5 Talle| Semi-Commercial House : House For Sale In Tarkeshwor, Kathmandu",Kathmandu,28000000
"Land For Sale In Prime Location Bhadrakali, Budhanikantha ~ 28 Aana : Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,4000000
"Samakhusi Homes : House For Sale In Samakhusi, Kathmandu",Kathmandu,23000000
"Hattigauda Semibungalow New Home : House For Sale In Hattigauda, Kathmandu",Kathmandu,24500000
"Bhangal Brand New Home : House For Sale In Bhangal, Kathmandu",Kathmandu,23800000
"Greenland Brand New Bungalow : House For Sale In Grande Villa, Kathmandu",Kathmandu,39000000
"Brand New Bungalow , Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,31000000
"Tokha Greenland New Home : House For Sale In Tokha, Kathmandu",Kathmandu,29000000
"Greenland New Home For Sale : House For Sale In Grande Villa, Kathmandu",Kathmandu,25000000
"Maharajganj Bungalow For Sale : House For Sale In Maharajgunj, Kathmandu",Kathmandu,56000000
"Mahanrajganj Bungalow For Sale : House For Sale In Maharajgunj, Kathmandu",Kathmandu,67500000
"Hattigauda Land : Land For Sale In Hattigauda, Kathmandu",Kathmandu,4000000
"Beautiful 6 Ana At Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,3500000
"Samakhusi New Home : House For Sale In Samakhusi, Kathmandu",Kathmandu,37500000
"Bansbari Bungalow For Rent : House For Rent In Golfutar, Kathmandu",Kathmandu,350000
"Hattigauda 8 Ana Land : Land For Sale In Budhanilkantha, Kathmandu",Kathmandu,4200000
"Samakhusi Flat Home : House For Sale In Samakhusi, Kathmandu",Kathmandu,35000000
"Durbarmarg Office On Sale : Office Space For Sale In Durbar Marg, Kathmandu",Kathmandu,850000
"Land On Sell For VIP Resident : Land For Sale In Mhepi, Kathmandu",Kathmandu,4500000
"Commercial House : House For Sale In Manamaiju, Kathmandu",Kathmandu,22000000
"Flat For Rent : Flat For Rent In Budhanilkantha, Kathmandu",Kathmandu,25000
"2.5 Storey : House For Sale In Naikap, Kathmandu",Kathmandu,22000000
"Land Is Very Suitable For Residental Purpose : Land For Sale In Swayambhu, Kathmandu",Kathmandu,1950000
"Commercial House For Sale At Putalisadak : House For Sale In Putalisadak, Kathmandu",Kathmandu,120000000
"Best For Warehouse : Land For Sale In Kalanki, Kathmandu",Kathmandu,5750000
"2.5 Storey : House For Sale In Narephate, Kathmandu",Kathmandu,22000000
"Land On Sale Near Baba Chowk Mulpani : Land For Sale In Mulpani, Kathmandu",Kathmandu,2500000
"House For Sale : House For Sale In Nagarjun, Kathmandu",Kathmandu,17500000
"Commercial : House For Rent In Newroad, Kathmandu",Kathmandu,400000
"House For Sale : House For Sale In Pepsicola, Kathmandu",Kathmandu,34000000
"Near Grandy : House For Sale In Tokha, Kathmandu",Kathmandu,26300000
"Total 11 Room : House For Sale In Basundhara, Kathmandu",Kathmandu,37000000
"House On Sale : House For Sale In Tokha, Kathmandu",Kathmandu,21000000
"Naya Ghar : House For Sale In Tokha, Kathmandu",Kathmandu,16000000
"1 Floor House On Sale In Sychataar Kalanki : House For Sale In Tarakeshwar, Kathmandu",Kathmandu,11500000
"Baniyatar Tokha Home : House For Sale In Baniyatar, Kathmandu",Kathmandu,29000000
"Most Premium Bungalow At Mandikatar : House For Sale In Mandikatar, Kathmandu",Kathmandu,290000000
"Hattigauda 8.5 Ana Bungalow : House For Sale In Hattigauda, Kathmandu",Kathmandu,45000000
"Especial Chok Family Bungalow : House For Sale In Golfutar, Kathmandu",Kathmandu,36000000
"Hattigauda Bungalow : House For Sale In Hattigauda, Kathmandu",Kathmandu,35500000
"House And Land Sell At Lainchaur : House For Sale In Lainchaur, Kathmandu",Kathmandu,6100000
"House For Sale In Thulo Bharyang, Kathmandu",Kathmandu,24100000
"Gorgeous Bungalow For Family : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,40000000
"Newly Built House On Sale : House For Sale In Ason, Kathmandu",Kathmandu,17500000
"Total 10 Room : House For Sale In Manamaiju, Kathmandu",Kathmandu,17000000
"Brand New : House For Sale In Gongabu, Kathmandu",Kathmandu,26000000
"South Faced 5.5 Anna Land On Sale In Koteshwor : Land For Sale In Koteshwor, Kathmandu",Kathmandu,4500000
"Surya Danda Home : House For Sale In Dhapasi, Kathmandu",Kathmandu,25500000
"Gorgeous Bungalow : House For Sale In Chapali, Kathmandu",Kathmandu,68000000
"Sundarbasti Beautiful Home : House For Sale In Bhangal, Kathmandu",Kathmandu,21500000
"Small Family Home Bhngal Mandikatar : House For Sale In Mandikatar, Kathmandu",Kathmandu,18200000
"Bungalow For Sale : House For Sale In Pasikot, Kathmandu",Kathmandu,80000000
"Sundarbasti Bhangal Small Home : House For Sale In Bhangal, Kathmandu",Kathmandu,19900000
"Dhapasi Big Bungalow : House For Sale In Dhapasi, Kathmandu",Kathmandu,72000000
"Baluwatar Family Bungalow : House For Sale In Baluwatar, Kathmandu",Kathmandu,60000000
"5 Bhk Bungalow Budhanilkantha Chapali : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,57500000
"Dhapasi Sweet Bungalow : House For Sale In Dhapasi, Kathmandu",Kathmandu,66000000
"Family Home Ekatabasti : House For Sale In Ekatabasti, Kathmandu",Kathmandu,29900000
"Jyotinagar Family Home : House For Sale In Ekatabasti, Kathmandu",Kathmandu,29900000
"Dhapasi Bungalow : House For Sale In Dhapasi, Kathmandu",Kathmandu,33500000
"Land For Sale In Swayambhu, Kathmandu",Kathmandu,2300000
"Land For Sale In Gurujudhara, Kathmandu",Kathmandu,2250000
"House For Sale At Civil Homes : House For Sale In Balkhu, Kathmandu",Kathmandu,23000000
"Sanobharyang Family Home : House For Sale In Swayambhu, Kathmandu",Kathmandu,20600000
"House For Sale : House For Sale In Kageshwari-Manohara, Kathmandu",Kathmandu,26000000
"Bungalow With Limitless View : House For Sale In Dhapasi, Kathmandu",Kathmandu,65000000
"Luxury Bungalow At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,400000000
"Siddarthcolony 7 Ana Home : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,45000000
"Italitar 4.5 Ana Land : Land For Sale In Hattigauda, Kathmandu",Kathmandu,3500000
"Bhadrabas Plotting Lands : Land For Sale In Thali, Kathmandu",Kathmandu,1350000
"Highway Touched Land : Land For Sale In Nagdhunga, Kathmandu",Kathmandu,600000
"Newly Built House For Sale At Guheshwori : House For Sale In Guheshwori, Kathmandu",Kathmandu,28500000
"Brand New Bungalow. : House For Sale In Sanobharyang, Kathmandu",Kathmandu,40000000
"3 Individual Apartment With A Penthouse In A Private Building : House For Rent In Thamel, Kathmandu",Kathmandu,400000
"2BHK PRIVATE APARTMENT : Apartment For Rent In Paknajol, Kathmandu",Kathmandu,70000
"4 Aana Home At Ekatabasti : House For Sale In Ekatabasti, Kathmandu",Kathmandu,36000000
"4 Aana Home At Sitapaila : House For Sale In Sitapaila, Kathmandu",Kathmandu,20500000
"Brand New : Flat For Rent In Bishal Nagar, Kathmandu",Kathmandu,45000
"Sitapaila Home 180 : House For Sale In Sitapaila, Kathmandu",Kathmandu,18000000
"Beautiful Bungalow Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,72000000
"Surya Darshan Height Home : House For Sale In Tokha, Kathmandu",Kathmandu,23000000
"Small Family Home Mandikatar : House For Sale In Mandikatar, Kathmandu",Kathmandu,19900000
"Samakhusi Flat Home : House For Sale In Samakhusi, Kathmandu",Kathmandu,40000000
"Sundarbasti New Home : House For Sale In Bhangal, Kathmandu",Kathmandu,21500000
"Property At New Baneshwor : House For Sale In Baneshwor, Kathmandu",Kathmandu,34500000
"Dhapasi Bungalow : House For Sale In Basundhara, Kathmandu",Kathmandu,70000000
"Land With A House In Paknajol On Sale : House For Sale In Paknajol, Kathmandu",Kathmandu,55000000
"15 Ana Bungalow Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,65000000
"Dhubarahi 8 Ana Home : House For Sale In Dhumbarahi, Kathmandu",Kathmandu,62000000
"Bunglow At Chabahil : House For Sale In Chabahil, Kathmandu",Kathmandu,5800000
"Single : Flat For Rent In Gokarneshwor, Kathmandu",Kathmandu,35000
"House For Sale In Bafal, Kathmandu",Kathmandu,25500000
"House For Sale In Dharmasthali, Kathmandu",Kathmandu,13500000
"Newly Built 🏠 House : House For Sale In Gongabu, Kathmandu",Kathmandu,20000000
"5 Bhk 14 Anna Modern Bungalow For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,67500000
"5.5 Anna Luxury Brand New House For Sale At Pasikot, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,32500000
"Royal Neo Classical Bungalow For Sale At Golfutar, Budhanilkantha : House For Sale In Golfutar, Kathmandu",Kathmandu,35000000
"5 Bhk 4.2 Anna Modern Brand New Bungalow For Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu",Kathmandu,31000000
"Brand New House For Sale At Sukedhara In 18 Feet Road, Near Main Road : House For Sale In Sukedhara, Kathmandu",Kathmandu,32500000
